ENTRIESn_hourly,fog,rain
1462.0,0.0,0.0
376.0,0.0,0.0
1524.0,0.0,0.0
3045.0,0.0,0.0
5754.0,0.0,0.0
0.0,0.0,0.0
1968.0,0.0,0.0
323.0,0.0,0.0
1215.0,0.0,0.0
2368.0,0.0,0.0
4163.0,0.0,0.0
0.0,0.0,0.0
2120.0,0.0,0.0
603.0,0.0,0.0
3344.0,0.0,0.0
9958.0,0.0,0.0
15283.0,0.0,0.0
0.0,0.0,0.0
1388.0,0.0,0.0
663.0,0.0,0.0
3183.0,0.0,0.0
5541.0,0.0,0.0
6997.0,0.0,0.0
0.0,0.0,0.0
372.0,0.0,0.0
451.0,0.0,0.0
2596.0,0.0,0.0
2620.0,0.0,0.0
2550.0,0.0,0.0
0.0,0.0,0.0
532.0,0.0,0.0
1630.0,0.0,0.0
2942.0,0.0,0.0
3603.0,0.0,0.0
3266.0,0.0,0.0
0.0,0.0,0.0
315.0,0.0,0.0
82.0,0.0,0.0
1034.0,0.0,0.0
1714.0,0.0,0.0
1581.0,0.0,0.0
0.0,0.0,0.0
124.0,0.0,0.0
526.0,0.0,0.0
1640.0,0.0,0.0
3502.0,0.0,0.0
1513.0,0.0,0.0
0.0,0.0,0.0
798.0,0.0,0.0
524.0,0.0,0.0
2544.0,0.0,0.0
5659.0,0.0,0.0
5952.0,0.0,0.0
0.0,0.0,0.0
427.0,0.0,0.0
120.0,0.0,0.0
1228.0,0.0,0.0
147.0,0.0,0.0
75.0,0.0,0.0
87.0,0.0,0.0
1938.0,0.0,0.0
1708.0,0.0,0.0
0.0,0.0,0.0
675.0,0.0,0.0
329.0,0.0,0.0
1691.0,0.0,0.0
3640.0,0.0,0.0
5050.0,0.0,0.0
0.0,0.0,0.0
778.0,0.0,0.0
251.0,0.0,0.0
1166.0,0.0,0.0
1972.0,0.0,0.0
2864.0,0.0,0.0
0.0,0.0,0.0
8203.0,0.0,0.0
857.0,0.0,0.0
5226.0,0.0,0.0
7129.0,0.0,0.0
12819.0,0.0,0.0
0.0,0.0,0.0
267.0,0.0,0.0
46.0,0.0,0.0
1175.0,0.0,0.0
1608.0,0.0,0.0
1227.0,0.0,0.0
0.0,0.0,0.0
361.0,0.0,0.0
513.0,0.0,0.0
2838.0,0.0,0.0
3119.0,0.0,0.0
2763.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,0.0
126.0,0.0,0.0
963.0,0.0,0.0
874.0,0.0,0.0
699.0,0.0,0.0
0.0,0.0,0.0
187.0,0.0,0.0
168.0,0.0,0.0
811.0,0.0,0.0
1094.0,0.0,0.0
967.0,0.0,0.0
0.0,0.0,0.0
30.0,0.0,0.0
35.0,0.0,0.0
223.0,0.0,0.0
234.0,0.0,0.0
258.0,0.0,0.0
0.0,0.0,0.0
84.0,0.0,0.0
121.0,0.0,0.0
829.0,0.0,0.0
1012.0,0.0,0.0
952.0,0.0,0.0
0.0,0.0,0.0
127.0,0.0,0.0
1483.0,0.0,0.0
1438.0,0.0,0.0
1023.0,0.0,0.0
0.0,0.0,0.0
196.0,0.0,0.0
198.0,0.0,0.0
967.0,0.0,0.0
2313.0,0.0,0.0
2619.0,0.0,0.0
0.0,0.0,0.0
62.0,0.0,0.0
490.0,0.0,0.0
1186.0,0.0,0.0
1332.0,0.0,0.0
0.0,0.0,0.0
136.0,0.0,0.0
69.0,0.0,0.0
39.0,0.0,0.0
19.0,0.0,0.0
3.0,0.0,0.0
28.0,0.0,0.0
58.0,0.0,0.0
61.0,0.0,0.0
116.0,0.0,0.0
189.0,0.0,0.0
358.0,0.0,0.0
455.0,0.0,0.0
615.0,0.0,0.0
591.0,0.0,0.0
528.0,0.0,0.0
597.0,0.0,0.0
771.0,0.0,0.0
668.0,0.0,0.0
579.0,0.0,0.0
433.0,0.0,0.0
286.0,0.0,0.0
164.0,0.0,0.0
147.0,0.0,0.0
0.0,0.0,0.0
569.0,0.0,0.0
281.0,0.0,0.0
1887.0,0.0,0.0
5597.0,0.0,0.0
4977.0,0.0,0.0
0.0,0.0,0.0
5.0,0.0,0.0
246.0,0.0,0.0
1325.0,0.0,0.0
1422.0,0.0,0.0
1200.0,0.0,0.0
0.0,0.0,0.0
1589.0,0.0,0.0
432.0,0.0,0.0
5686.0,0.0,0.0
7431.0,0.0,0.0
7773.0,0.0,0.0
0.0,0.0,0.0
346.0,0.0,0.0
433.0,0.0,0.0
1971.0,0.0,0.0
2454.0,0.0,0.0
2129.0,0.0,0.0
0.0,0.0,0.0
137.0,0.0,0.0
141.0,0.0,0.0
474.0,0.0,0.0
550.0,0.0,0.0
472.0,0.0,0.0
0.0,0.0,0.0
617.0,0.0,0.0
244.0,0.0,0.0
1868.0,0.0,0.0
2308.0,0.0,0.0
2601.0,0.0,0.0
0.0,0.0,0.0
535.0,0.0,0.0
244.0,0.0,0.0
1589.0,0.0,0.0
3557.0,0.0,0.0
4458.0,0.0,0.0
0.0,0.0,0.0
1076.0,0.0,0.0
539.0,0.0,0.0
2029.0,0.0,0.0
4782.0,0.0,0.0
6530.0,0.0,0.0
0.0,0.0,0.0
397.0,0.0,0.0
181.0,0.0,0.0
1018.0,0.0,0.0
1294.0,0.0,0.0
1202.0,0.0,0.0
0.0,0.0,0.0
348.0,0.0,0.0
526.0,0.0,0.0
2521.0,0.0,0.0
496.0,0.0,0.0
1866.0,0.0,0.0
2100.0,0.0,0.0
0.0,0.0,0.0
218.0,0.0,0.0
35.0,0.0,0.0
410.0,0.0,0.0
8.0,0.0,0.0
5.0,0.0,0.0
0.0,0.0,0.0
627.0,0.0,0.0
1683.0,0.0,0.0
0.0,0.0,0.0
932.0,0.0,0.0
2035.0,0.0,0.0
8436.0,0.0,0.0
8920.0,0.0,0.0
0.0,0.0,0.0
8104.0,0.0,0.0
0.0,0.0,0.0
302.0,0.0,0.0
33.0,0.0,0.0
867.0,0.0,0.0
1228.0,0.0,0.0
1504.0,0.0,0.0
0.0,0.0,0.0
1060.0,0.0,0.0
437.0,0.0,0.0
2964.0,0.0,0.0
5562.0,0.0,0.0
6175.0,0.0,0.0
0.0,0.0,0.0
97.0,0.0,0.0
4.0,0.0,0.0
603.0,0.0,0.0
909.0,0.0,0.0
699.0,0.0,0.0
0.0,0.0,0.0
124.0,0.0,0.0
69.0,0.0,0.0
922.0,0.0,0.0
1514.0,0.0,0.0
1530.0,0.0,0.0
0.0,0.0,0.0
61.0,0.0,0.0
66.0,0.0,0.0
748.0,0.0,0.0
3515.0,0.0,0.0
4932.0,0.0,0.0
0.0,0.0,0.0
132.0,0.0,0.0
729.0,0.0,0.0
653.0,0.0,0.0
510.0,0.0,0.0
0.0,0.0,0.0
484.0,0.0,0.0
372.0,0.0,0.0
3915.0,0.0,0.0
3423.0,0.0,0.0
2607.0,0.0,0.0
0.0,0.0,0.0
149.0,0.0,0.0
1244.0,0.0,0.0
992.0,0.0,0.0
792.0,0.0,0.0
0.0,0.0,0.0
90.0,0.0,0.0
156.0,0.0,0.0
800.0,0.0,0.0
741.0,0.0,0.0
454.0,0.0,0.0
0.0,0.0,0.0
159.0,0.0,0.0
920.0,0.0,0.0
827.0,0.0,0.0
562.0,0.0,0.0
0.0,0.0,0.0
45.0,0.0,0.0
377.0,0.0,0.0
321.0,0.0,0.0
208.0,0.0,0.0
0.0,0.0,0.0
152.0,0.0,0.0
926.0,0.0,0.0
815.0,0.0,0.0
648.0,0.0,0.0
0.0,0.0,0.0
85.0,0.0,0.0
114.0,0.0,0.0
483.0,0.0,0.0
452.0,0.0,0.0
307.0,0.0,0.0
0.0,0.0,0.0
192.0,0.0,0.0
117.0,0.0,0.0
1004.0,0.0,0.0
791.0,0.0,0.0
603.0,0.0,0.0
0.0,0.0,0.0
376.0,0.0,0.0
197.0,0.0,0.0
1241.0,0.0,0.0
961.0,0.0,0.0
1051.0,0.0,0.0
0.0,0.0,0.0
98.0,0.0,0.0
260.0,0.0,0.0
1586.0,0.0,0.0
4333.0,0.0,0.0
2479.0,0.0,0.0
0.0,0.0,0.0
1061.0,0.0,0.0
367.0,0.0,0.0
2266.0,0.0,0.0
2896.0,0.0,0.0
5001.0,0.0,0.0
0.0,0.0,0.0
1196.0,0.0,0.0
215.0,0.0,0.0
1894.0,0.0,0.0
2902.0,0.0,0.0
289.0,0.0,0.0
334.0,0.0,0.0
223.0,0.0,0.0
2612.0,0.0,0.0
0.0,0.0,0.0
227.0,0.0,0.0
43.0,0.0,0.0
792.0,0.0,0.0
1300.0,0.0,0.0
1319.0,0.0,0.0
0.0,0.0,0.0
606.0,0.0,0.0
97.0,0.0,0.0
1306.0,0.0,0.0
3433.0,0.0,0.0
2870.0,0.0,0.0
0.0,0.0,0.0
2395.0,0.0,0.0
863.0,0.0,0.0
4939.0,0.0,0.0
210.0,0.0,0.0
9418.0,0.0,0.0
326.0,0.0,0.0
12954.0,0.0,0.0
342.0,0.0,0.0
0.0,0.0,0.0
1239.0,0.0,0.0
109.0,0.0,0.0
1027.0,0.0,0.0
2646.0,0.0,0.0
3467.0,0.0,0.0
0.0,0.0,0.0
575.0,0.0,0.0
41.0,0.0,0.0
22.0,0.0,0.0
34.0,0.0,0.0
46.0,0.0,0.0
37.0,0.0,0.0
49.0,0.0,0.0
165.0,0.0,0.0
779.0,0.0,0.0
3978.0,0.0,0.0
0.0,0.0,0.0
68.0,0.0,0.0
7.0,0.0,0.0
278.0,0.0,0.0
1103.0,0.0,0.0
1126.0,0.0,0.0
0.0,0.0,0.0
16.0,0.0,0.0
18.0,0.0,0.0
386.0,0.0,0.0
1191.0,0.0,0.0
982.0,0.0,0.0
0.0,0.0,0.0
23.0,0.0,0.0
165.0,0.0,0.0
208.0,0.0,0.0
165.0,0.0,0.0
0.0,0.0,0.0
55.0,0.0,0.0
486.0,0.0,0.0
487.0,0.0,0.0
619.0,0.0,0.0
0.0,0.0,0.0
251.0,0.0,0.0
309.0,0.0,0.0
1212.0,0.0,0.0
1360.0,0.0,0.0
874.0,0.0,0.0
0.0,0.0,0.0
280.0,0.0,0.0
271.0,0.0,0.0
2951.0,0.0,0.0
503.0,0.0,0.0
314.0,0.0,0.0
10.0,0.0,0.0
103.0,0.0,0.0
42.0,0.0,0.0
614.0,0.0,0.0
0.0,0.0,0.0
326.0,0.0,0.0
3122.0,0.0,0.0
2937.0,0.0,0.0
1633.0,0.0,0.0
0.0,0.0,0.0
274.0,0.0,0.0
254.0,0.0,0.0
2379.0,0.0,0.0
2235.0,0.0,0.0
1479.0,0.0,0.0
0.0,0.0,0.0
303.0,0.0,0.0
227.0,0.0,0.0
2876.0,0.0,0.0
2753.0,0.0,0.0
1213.0,0.0,0.0
0.0,0.0,0.0
320.0,0.0,0.0
273.0,0.0,0.0
2701.0,0.0,0.0
3367.0,0.0,0.0
2578.0,0.0,0.0
0.0,0.0,0.0
426.0,0.0,0.0
441.0,0.0,0.0
5263.0,0.0,0.0
3992.0,0.0,0.0
2659.0,0.0,0.0
0.0,0.0,0.0
232.0,0.0,0.0
270.0,0.0,0.0
2494.0,0.0,0.0
2116.0,0.0,0.0
1727.0,0.0,0.0
0.0,0.0,0.0
325.0,0.0,0.0
239.0,0.0,0.0
1400.0,0.0,0.0
2155.0,0.0,0.0
1868.0,0.0,0.0
0.0,0.0,0.0
54.0,0.0,0.0
39.0,0.0,0.0
305.0,0.0,0.0
514.0,0.0,0.0
624.0,0.0,0.0
0.0,0.0,0.0
613.0,0.0,0.0
279.0,0.0,0.0
3614.0,0.0,0.0
3734.0,0.0,0.0
2743.0,0.0,0.0
0.0,0.0,0.0
920.0,0.0,0.0
260.0,0.0,0.0
3505.0,0.0,0.0
5111.0,0.0,0.0
4203.0,0.0,0.0
0.0,0.0,0.0
438.0,0.0,0.0
1814.0,0.0,0.0
1393.0,0.0,0.0
1251.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
187.0,0.0,0.0
161.0,0.0,0.0
1933.0,0.0,0.0
1477.0,0.0,0.0
1173.0,0.0,0.0
0.0,0.0,0.0
2018.0,0.0,0.0
383.0,0.0,0.0
1906.0,0.0,0.0
4064.0,0.0,0.0
5110.0,0.0,0.0
0.0,0.0,0.0
135.0,0.0,0.0
1310.0,0.0,0.0
1066.0,0.0,0.0
660.0,0.0,0.0
0.0,0.0,0.0
112.0,0.0,0.0
788.0,0.0,0.0
777.0,0.0,0.0
563.0,0.0,0.0
0.0,0.0,0.0
705.0,0.0,0.0
182.0,0.0,0.0
2309.0,0.0,0.0
4129.0,0.0,0.0
3614.0,0.0,0.0
0.0,0.0,0.0
168.0,0.0,0.0
743.0,0.0,0.0
1009.0,0.0,0.0
1172.0,0.0,0.0
920.0,0.0,0.0
0.0,0.0,0.0
197.0,0.0,0.0
1319.0,0.0,0.0
2046.0,0.0,0.0
2168.0,0.0,0.0
1517.0,0.0,0.0
0.0,0.0,0.0
743.0,0.0,0.0
83.0,0.0,0.0
1227.0,0.0,0.0
2055.0,0.0,0.0
2370.0,0.0,0.0
0.0,0.0,0.0
243.0,0.0,0.0
161.0,0.0,0.0
1862.0,0.0,0.0
1947.0,0.0,0.0
1718.0,0.0,0.0
0.0,0.0,0.0
320.0,0.0,0.0
273.0,0.0,0.0
1329.0,0.0,0.0
1480.0,0.0,0.0
1455.0,0.0,0.0
0.0,0.0,0.0
77.0,0.0,0.0
339.0,0.0,0.0
902.0,0.0,0.0
957.0,0.0,0.0
588.0,0.0,0.0
0.0,0.0,0.0
107.0,0.0,0.0
356.0,0.0,0.0
1262.0,0.0,0.0
1238.0,0.0,0.0
905.0,0.0,0.0
0.0,0.0,0.0
1048.0,0.0,0.0
275.0,0.0,0.0
1896.0,0.0,0.0
2610.0,0.0,0.0
3795.0,0.0,0.0
0.0,0.0,0.0
103.0,0.0,0.0
1214.0,0.0,0.0
1131.0,0.0,0.0
1013.0,0.0,0.0
0.0,0.0,0.0
128.0,0.0,0.0
203.0,0.0,0.0
1070.0,0.0,0.0
2909.0,0.0,0.0
2849.0,0.0,0.0
0.0,0.0,0.0
251.0,0.0,0.0
2208.0,0.0,0.0
2171.0,0.0,0.0
1721.0,0.0,0.0
0.0,0.0,0.0
114.0,0.0,0.0
383.0,0.0,0.0
1604.0,0.0,0.0
1904.0,0.0,0.0
946.0,0.0,0.0
0.0,0.0,0.0
246.0,0.0,0.0
36.0,0.0,0.0
1324.0,0.0,0.0
1241.0,0.0,0.0
1142.0,0.0,0.0
0.0,0.0,0.0
288.0,0.0,0.0
244.0,0.0,0.0
4477.0,0.0,0.0
3218.0,0.0,0.0
2154.0,0.0,0.0
0.0,0.0,0.0
336.0,0.0,0.0
2015.0,0.0,0.0
1981.0,0.0,0.0
1656.0,0.0,0.0
0.0,0.0,0.0
96.0,0.0,0.0
108.0,0.0,0.0
787.0,0.0,0.0
950.0,0.0,0.0
598.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
181.0,0.0,0.0
396.0,0.0,0.0
1871.0,0.0,0.0
1949.0,0.0,0.0
1457.0,0.0,0.0
0.0,0.0,0.0
541.0,0.0,0.0
350.0,0.0,0.0
1689.0,0.0,0.0
3190.0,0.0,0.0
3267.0,0.0,0.0
0.0,0.0,0.0
76.0,0.0,0.0
445.0,0.0,0.0
703.0,0.0,0.0
729.0,0.0,0.0
427.0,0.0,0.0
0.0,0.0,0.0
259.0,0.0,0.0
306.0,0.0,0.0
1289.0,0.0,0.0
2338.0,0.0,0.0
1811.0,0.0,0.0
0.0,0.0,0.0
54.0,0.0,0.0
319.0,0.0,0.0
590.0,0.0,0.0
511.0,0.0,0.0
395.0,0.0,0.0
0.0,0.0,0.0
360.0,0.0,0.0
478.0,0.0,0.0
2668.0,0.0,0.0
3282.0,0.0,0.0
2601.0,0.0,0.0
0.0,0.0,0.0
438.0,0.0,0.0
1206.0,0.0,0.0
2852.0,0.0,0.0
4059.0,0.0,0.0
3569.0,0.0,0.0
0.0,0.0,0.0
157.0,0.0,0.0
752.0,0.0,0.0
1123.0,0.0,0.0
1320.0,0.0,0.0
946.0,0.0,0.0
0.0,0.0,0.0
107.0,0.0,0.0
171.0,0.0,0.0
216.0,0.0,0.0
329.0,0.0,0.0
161.0,0.0,0.0
0.0,0.0,0.0
98.0,0.0,0.0
695.0,0.0,0.0
909.0,0.0,0.0
898.0,0.0,0.0
589.0,0.0,0.0
0.0,0.0,0.0
160.0,0.0,0.0
858.0,0.0,0.0
1565.0,0.0,0.0
1473.0,0.0,0.0
993.0,0.0,0.0
0.0,0.0,0.0
388.0,0.0,0.0
544.0,0.0,0.0
3367.0,0.0,0.0
3071.0,0.0,0.0
1928.0,0.0,0.0
0.0,0.0,0.0
3332.0,0.0,0.0
933.0,0.0,0.0
2851.0,0.0,0.0
5978.0,0.0,0.0
1366.0,0.0,0.0
5830.0,0.0,0.0
0.0,0.0,0.0
646.0,0.0,0.0
1031.0,0.0,0.0
2070.0,0.0,0.0
2958.0,0.0,0.0
0.0,0.0,0.0
69.0,0.0,0.0
282.0,0.0,0.0
585.0,0.0,0.0
803.0,0.0,0.0
544.0,0.0,0.0
0.0,0.0,0.0
340.0,0.0,0.0
1309.0,0.0,0.0
3871.0,0.0,0.0
3603.0,0.0,0.0
2500.0,0.0,0.0
0.0,0.0,0.0
1319.0,0.0,0.0
816.0,0.0,0.0
2434.0,0.0,0.0
3513.0,0.0,0.0
3254.0,0.0,0.0
0.0,0.0,0.0
507.0,0.0,0.0
542.0,0.0,0.0
1922.0,0.0,0.0
2472.0,0.0,0.0
1916.0,0.0,0.0
0.0,0.0,0.0
225.0,0.0,0.0
840.0,0.0,0.0
2768.0,0.0,0.0
3233.0,0.0,0.0
2474.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,0.0,0.0
9.0,0.0,0.0
8.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
155.0,0.0,0.0
787.0,0.0,0.0
1123.0,0.0,0.0
1303.0,0.0,0.0
907.0,0.0,0.0
0.0,0.0,0.0
263.0,0.0,0.0
1431.0,0.0,0.0
2947.0,0.0,0.0
2763.0,0.0,0.0
1708.0,0.0,0.0
0.0,0.0,0.0
97.0,0.0,0.0
513.0,0.0,0.0
960.0,0.0,0.0
1073.0,0.0,0.0
782.0,0.0,0.0
0.0,0.0,0.0
78.0,0.0,0.0
829.0,0.0,0.0
1597.0,0.0,0.0
1371.0,0.0,0.0
779.0,0.0,0.0
0.0,0.0,0.0
47.0,0.0,0.0
633.0,0.0,0.0
1345.0,0.0,0.0
1021.0,0.0,0.0
703.0,0.0,0.0
0.0,0.0,0.0
22.0,0.0,0.0
13.0,0.0,0.0
839.0,0.0,0.0
5.0,0.0,0.0
5.0,0.0,0.0
367.0,0.0,0.0
1013.0,0.0,0.0
4849.0,0.0,0.0
0.0,0.0,0.0
189.0,0.0,0.0
803.0,0.0,0.0
1461.0,0.0,0.0
1389.0,0.0,0.0
1031.0,0.0,0.0
0.0,0.0,0.0
265.0,0.0,0.0
1001.0,0.0,0.0
1883.0,0.0,0.0
1962.0,0.0,0.0
1414.0,0.0,0.0
0.0,0.0,0.0
142.0,0.0,0.0
862.0,0.0,0.0
1115.0,0.0,0.0
1132.0,0.0,0.0
866.0,0.0,0.0
0.0,0.0,0.0
97.0,0.0,0.0
723.0,0.0,0.0
958.0,0.0,0.0
902.0,0.0,0.0
634.0,0.0,0.0
0.0,0.0,0.0
78.0,0.0,0.0
526.0,0.0,0.0
868.0,0.0,0.0
610.0,0.0,0.0
436.0,0.0,0.0
0.0,0.0,0.0
130.0,0.0,0.0
841.0,0.0,0.0
1274.0,0.0,0.0
1236.0,0.0,0.0
768.0,0.0,0.0
0.0,0.0,0.0
489.0,0.0,0.0
2587.0,0.0,0.0
2273.0,0.0,0.0
2839.0,0.0,0.0
2100.0,0.0,0.0
0.0,0.0,0.0
165.0,0.0,0.0
334.0,0.0,0.0
1620.0,0.0,0.0
2423.0,0.0,0.0
2040.0,0.0,0.0
0.0,0.0,0.0
1240.0,0.0,0.0
321.0,0.0,0.0
1462.0,0.0,0.0
2991.0,0.0,0.0
3083.0,0.0,0.0
0.0,0.0,0.0
140.0,0.0,0.0
651.0,0.0,0.0
987.0,0.0,0.0
1747.0,0.0,0.0
11.0,0.0,0.0
83.0,0.0,0.0
808.0,0.0,0.0
0.0,0.0,0.0
1240.0,0.0,0.0
130.0,0.0,0.0
1133.0,0.0,0.0
2904.0,0.0,0.0
3945.0,0.0,0.0
0.0,0.0,0.0
373.0,0.0,0.0
363.0,0.0,0.0
2234.0,0.0,0.0
3568.0,0.0,0.0
3172.0,0.0,0.0
0.0,0.0,0.0
21.0,0.0,0.0
95.0,0.0,0.0
105.0,0.0,0.0
93.0,0.0,0.0
67.0,0.0,0.0
0.0,0.0,0.0
332.0,0.0,0.0
463.0,0.0,0.0
2259.0,0.0,0.0
3397.0,0.0,0.0
3476.0,0.0,0.0
0.0,0.0,0.0
410.0,0.0,0.0
561.0,0.0,0.0
2454.0,0.0,0.0
3583.0,0.0,0.0
3001.0,0.0,0.0
0.0,0.0,0.0
551.0,0.0,0.0
1572.0,0.0,0.0
5868.0,0.0,0.0
6694.0,0.0,0.0
5206.0,0.0,0.0
0.0,0.0,0.0
206.0,0.0,0.0
922.0,0.0,0.0
2142.0,0.0,0.0
2424.0,0.0,0.0
1627.0,0.0,0.0
0.0,0.0,0.0
4762.0,0.0,0.0
1774.0,0.0,0.0
8118.0,0.0,0.0
18906.0,0.0,0.0
20362.0,0.0,0.0
0.0,0.0,0.0
92.0,0.0,0.0
230.0,0.0,0.0
1172.0,0.0,0.0
1670.0,0.0,0.0
1292.0,0.0,0.0
0.0,0.0,0.0
104.0,0.0,0.0
82.0,0.0,0.0
1887.0,0.0,0.0
1845.0,0.0,0.0
1657.0,0.0,0.0
0.0,0.0,0.0
118.0,0.0,0.0
669.0,0.0,0.0
1400.0,0.0,0.0
1326.0,0.0,0.0
951.0,0.0,0.0
0.0,0.0,0.0
76.0,0.0,0.0
595.0,0.0,0.0
2018.0,0.0,0.0
1834.0,0.0,0.0
944.0,0.0,0.0
0.0,0.0,0.0
2885.0,0.0,0.0
898.0,0.0,0.0
3122.0,0.0,0.0
6561.0,0.0,0.0
7126.0,0.0,0.0
0.0,0.0,0.0
545.0,0.0,0.0
552.0,0.0,0.0
2815.0,0.0,0.0
3361.0,0.0,0.0
2899.0,0.0,0.0
0.0,0.0,0.0
156.0,0.0,0.0
568.0,0.0,0.0
2730.0,0.0,0.0
3693.0,0.0,0.0
3559.0,0.0,0.0
0.0,0.0,0.0
394.0,0.0,0.0
793.0,0.0,0.0
3619.0,0.0,0.0
5350.0,0.0,0.0
4455.0,0.0,0.0
0.0,0.0,0.0
1378.0,0.0,0.0
467.0,0.0,0.0
5281.0,0.0,0.0
9862.0,0.0,0.0
8247.0,0.0,0.0
0.0,0.0,0.0
206.0,0.0,0.0
857.0,0.0,0.0
2040.0,0.0,0.0
2304.0,0.0,0.0
1758.0,0.0,0.0
0.0,0.0,0.0
286.0,0.0,0.0
376.0,0.0,0.0
1666.0,0.0,0.0
1756.0,0.0,0.0
1531.0,0.0,0.0
0.0,0.0,0.0
294.0,0.0,0.0
1005.0,0.0,0.0
2478.0,0.0,0.0
4237.0,0.0,0.0
3862.0,0.0,0.0
0.0,0.0,0.0
96.0,0.0,0.0
865.0,0.0,0.0
776.0,0.0,0.0
621.0,0.0,0.0
0.0,0.0,0.0
101.0,0.0,0.0
1389.0,0.0,0.0
1216.0,0.0,0.0
680.0,0.0,0.0
0.0,0.0,0.0
121.0,0.0,0.0
492.0,0.0,0.0
824.0,0.0,0.0
798.0,0.0,0.0
596.0,0.0,0.0
0.0,0.0,0.0
111.0,0.0,0.0
6.0,0.0,0.0
44.0,0.0,0.0
641.0,0.0,0.0
1392.0,0.0,0.0
483.0,0.0,0.0
1436.0,0.0,0.0
0.0,0.0,0.0
72.0,0.0,0.0
144.0,0.0,0.0
1169.0,0.0,0.0
3285.0,0.0,0.0
2499.0,0.0,0.0
0.0,0.0,0.0
806.0,0.0,0.0
149.0,0.0,0.0
1734.0,0.0,0.0
2270.0,0.0,0.0
3202.0,0.0,0.0
0.0,0.0,0.0
1268.0,0.0,0.0
368.0,0.0,0.0
918.0,0.0,0.0
1923.0,0.0,0.0
2635.0,0.0,0.0
0.0,0.0,0.0
521.0,0.0,0.0
333.0,0.0,0.0
1725.0,0.0,0.0
2839.0,0.0,0.0
2730.0,0.0,0.0
0.0,0.0,0.0
114.0,0.0,0.0
652.0,0.0,0.0
2090.0,0.0,0.0
2406.0,0.0,0.0
1830.0,0.0,0.0
0.0,0.0,0.0
286.0,0.0,0.0
453.0,0.0,0.0
2036.0,0.0,0.0
2696.0,0.0,0.0
2170.0,0.0,0.0
0.0,0.0,0.0
155.0,0.0,0.0
831.0,0.0,0.0
1715.0,0.0,0.0
1690.0,0.0,0.0
1553.0,0.0,0.0
0.0,0.0,0.0
976.0,0.0,0.0
1106.0,0.0,0.0
2106.0,0.0,0.0
2604.0,0.0,0.0
